seq_number,small_relevant,small_random,big_random,big_relevant,label
50:12,55,3,7,61,50
50:12,57,0,7,62,50
50:12,59,6,8,59,50
50:13,52,4,8,53,50
50:13,53,6,8,55,50
50:13,54,3,8,55,50
50:13,55,3,8,58,50
50:13,54,1,8,60,50
50:13,57,3,8,60,50
50:13,57,1,8,57,50
50:13,58,4,7,57,50
50:13,60,4,7,62,50
50:13,60,5,8,59,50
50:14,51,3,7,50,50
50:14,51,4,7,56,50
50:14,52,6,7,56,50
50:14,54,1,7,58,50
50:14,56,2,7,54,50
50:14,58,3,7,57,50
50:14,57,4,7,62,50
50:14,60,4,8,57,50
50:14,59,3,7,63,50
50:14,60,5,7,60,50
50:15,52,6,8,51,50
50:15,54,5,8,55,50
50:15,52,6,7,55,50
50:15,53,0,7,55,50
50:15,57,1,8,57,50
50:15,55,2,7,58,50
50:15,59,2,7,59,50
50:15,57,2,8,58,50
50:15,58,4,8,61,50
50:16,51,6,7,55,50
50:16,53,5,8,57,50
50:16,52,6,8,58,50
50:16,55,3,8,53,50
50:16,57,6,7,60,50
50:16,58,6,7,56,50
50:16,58,2,8,60,50
50:17,53,6,8,50,50
50:17,53,1,8,57,50
50:17,52,2,7,56,50
50:17,54,0,8,59,50
50:17,57,6,7,57,50
50:17,57,1,8,59,50
50:17,57,6,7,56,50
50:17,58,0,7,60,50
50:18,50,6,8,52,50
50:18,53,2,8,54,50
50:18,52,2,8,55,50
50:18,54,6,8,53,50
50:18,57,5,8,55,50
50:18,57,2,7,56,50
50:18,58,1,7,58,50
50:18,60,1,8,63,50
50:19,51,6,8,50,50
50:19,51,6,7,54,50
50:19,55,0,7,57,50
50:19,54,4,7,54,50
50:19,56,5,8,58,50
50:19,55,6,7,61,50
50:19,57,6,7,62,50
50:19,60,6,8,58,50
50:19,58,3,7,58,50
60:0,61,1,8,66,60
60:0,62,4,8,65,60
60:0,62,1,8,68,60
60:0,63,4,8,68,60
60:0,66,4,7,68,60
60:0,67,0,8,67,60
60:0,66,2,8,72,60
60:1,60,2,7,62,60
60:1,61,5,7,67,60
60:1,65,0,8,63,60
60:1,66,4,8,65,60
60:1,64,1,8,68,60
60:1,65,5,7,70,60
60:1,66,6,7,67,60
60:1,70,3,7,72,60
60:1,69,5,7,68,60
60:2,63,3,8,61,60
60:2,64,0,8,66,60
60:2,65,4,7,66,60
60:2,65,4,7,68,60
60:2,64,3,8,68,60
60:2,65,6,7,67,60
60:2,69,5,7,70,60
60:3,61,0,7,60,60
60:3,63,6,8,63,60
60:3,64,6,7,63,60
60:3,66,2,7,66,60
60:3,64,6,8,65,60
60:3,68,6,7,68,60
60:3,69,1,8,70,60
60:3,69,0,7,68,60
60:4,63,3,7,64,60
60:4,61,4,7,62,60
60:4,63,2,7,64,60
60:4,63,1,7,67,60
60:4,67,2,7,70,60
60:4,67,1,7,69,60
60:4,67,5,8,71,60
60:4,69,6,8,73,60
60:4,68,6,7,72,60
60:4,71,1,8,74,60
60:4,70,5,8,73,60
60:5,62,0,8,65,60
60:5,61,2,8,62,60
60:5,64,1,7,68,60
60:5,64,1,8,63,60
60:5,66,5,7,66,60
60:5,68,0,7,69,60
60:5,69,5,7,68,60
60:5,68,4,8,72,60
60:5,68,0,8,73,60
60:6,62,1,7,66,60
60:6,61,2,8,62,60
60:6,65,2,7,68,60
60:6,64,0,8,69,60
60:6,65,2,8,66,60
60:6,67,0,7,68,60
60:6,68,4,7,66,60
60:6,70,3,8,69,60
60:6,70,3,7,70,60
60:6,69,3,7,72,60
60:6,71,0,7,76,60
60:7,61,2,7,63,60
60:7,63,4,7,65,60
60:7,62,3,8,66,60
60:7,65,1,7,64,60
60:7,64,0,7,66,60
60:7,67,3,7,68,60
60:7,67,4,7,68,60
60:7,68,6,7,69,60
60:7,69,0,8,72,60
60:7,70,0,7,74,60
60:8,63,2,8,64,60
60:8,61,1,7,66,60
60:8,65,2,8,63,60
60:8,65,2,7,69,60
60:8,67,6,7,64,60
60:8,65,3,8,71,60
60:8,68,2,8,66,60
60:8,69,5,8,72,60
60:8,69,6,8,73,60
60:8,71,2,8,70,60
60:9,63,5,8,63,60
60:9,61,4,7,63,60
60:9,62,3,7,62,60
60:9,64,0,8,64,60
60:9,66,1,7,70,60
60:9,66,5,8,67,60
60:9,68,0,7,69,60
60:10,63,1,7,65,60
60:10,64,0,7,67,60
60:10,62,1,7,62,60
60:10,65,6,7,68,60
60:10,65,6,7,67,60
60:10,67,2,8,70,60
60:10,68,5,8,70,60
60:10,67,1,7,72,60
60:10,69,1,7,69,60
60:11,60,4,7,64,60
60:11,64,3,8,64,60
60:11,62,5,8,67,60
60:11,64,1,8,67,60
60:11,66,5,8,68,60
60:11,65,3,7,68,60
60:11,68,4,8,71,60
60:12,62,4,8,65,60
60:12,63,3,8,61,60
60:12,64,2,7,67,60
60:12,66,6,8,68,60
60:12,64,6,7,70,60
60:12,67,6,7,69,60
60:12,67,4,7,66,60
60:13,62,5,8,60,60
60:13,61,3,7,63,60
60:13,64,6,8,63,60
60:13,66,4,8,66,60
60:13,66,2,7,70,60
60:13,67,0,8,70,60
60:13,66,1,8,69,60
60:14,62,2,7,65,60
60:14,62,4,8,64,60
60:14,64,3,7,62,60
60:14,64,4,7,69,60
60:14,66,2,8,66,60
60:14,65,3,8,66,60
60:14,68,3,7,70,60
60:14,69,2,8,73,60
60:14,70,0,8,74,60
60:15,63,6,7,62,60
60:15,63,5,8,64,60
60:15,62,3,7,63,60
60:15,65,1,7,69,60
60:15,64,3,8,70,60
60:15,68,5,7,67,60
60:15,66,5,7,69,60
60:16,61,5,7,63,60
60:16,61,5,8,65,60
60:16,62,2,7,63,60
60:16,63,0,8,66,60
60:16,66,6,7,66,60
60:16,68,4,8,67,60
60:16,68,1,7,71,60
60:16,68,3,7,72,60
60:16,71,2,7,72,60
60:17,60,4,7,60,60
60:17,63,1,7,65,60
60:17,65,4,8,65,60
60:17,64,3,8,64,60
60:17,64,2,8,70,60
60:17,67,5,8,66,60
60:17,69,0,7,72,60
60:17,67,1,8,71,60
60:18,60,0,7,64,60
60:18,62,0,7,62,60
60:18,63,3,8,62,60
60:18,65,2,8,69,60
60:18,64,1,7,66,60
60:18,67,2,7,69,60
60:18,68,2,7,69,60
60:18,68,2,8,73,60
60:19,61,6,7,64,60
60:19,62,6,7,63,60
60:19,62,4,7,64,60
60:19,65,3,8,66,60
60:19,65,3,8,66,60
60:19,65,2,7,67,60
60:19,67,2,8,72,60
60:19,67,2,8,69,60
70:0,71,3,7,71,70
70:0,72,4,8,75,70
70:0,75,5,7,78,70
70:0,73,2,7,73,70
70:0,77,3,7,80,70
70:0,75,3,8,79,70
70:0,77,3,7,82,70
70:0,78,3,8,83,70
70:0,81,4,8,81,70
70:1,70,2,7,71,70
70:1,73,0,8,72,70
70:1,75,1,7,74,70
70:1,73,3,8,76,70
70:1,76,4,7,76,70
70:1,75,3,7,77,70
70:1,77,2,7,82,70
70:1,79,4,8,82,70
70:1,79,0,7,84,70
70:1,82,1,8,84,70
70:2,71,6,7,73,70
70:2,74,2,8,75,70
70:2,73,0,8,77,70
70:2,76,2,8,79,70
70:2,75,2,8,76,70
70:2,78,5,7,81,70
70:2,79,6,7,81,70
70:2,78,3,8,77,70
70:2,81,1,8,83,70
70:2,82,0,8,81,70
70:2,81,1,7,82,70
70:3,71,2,7,76,70
70:3,72,0,7,72,70
70:3,74,4,8,74,70
70:3,74,0,8,77,70
70:3,76,0,8,76,70
70:3,77,5,8,81,70
70:3,76,4,7,76,70
70:3,79,5,8,81,70
70:4,72,5,7,70,70
70:4,74,3,7,75,70
70:4,74,6,8,77,70
70:4,74,0,7,74,70
70:4,77,6,8,80,70
70:4,75,2,8,79,70
70:4,79,4,7,76,70
70:4,78,1,8,82,70
70:4,81,1,7,78,70
70:4,79,5,8,80,70
70:5,70,3,7,72,70
70:5,71,0,7,73,70
70:5,73,5,7,73,70
70:5,76,3,7,79,70
70:5,75,0,8,77,70
70:5,76,4,7,81,70
70:5,78,6,8,78,70
70:5,78,3,7,81,70
70:5,78,4,7,80,70
70:5,82,5,7,85,70
70:6,70,2,8,70,70
70:6,73,0,7,77,70
70:6,74,6,7,72,70
70:6,76,3,7,75,70
70:6,75,1,7,75,70
70:6,75,5,7,78,70
70:6,79,4,7,79,70
70:7,71,4,7,72,70
70:7,72,5,8,71,70
70:7,75,3,7,77,70
70:7,76,2,8,74,70
70:7,77,5,7,78,70
70:7,76,6,8,77,70
70:7,79,2,8,77,70
70:7,78,5,8,77,70
70:8,72,5,8,70,70
70:8,73,3,7,74,70
70:8,73,2,8,72,70
70:8,75,6,7,76,70
70:8,74,4,7,79,70
70:8,75,0,8,79,70
70:8,78,3,8,81,70
70:8,77,4,8,77,70
70:9,72,6,7,76,70
70:9,73,0,7,73,70
70:9,72,4,7,77,70
70:9,73,6,7,74,70
70:9,77,6,8,74,70
70:9,75,1,7,81,70
70:9,77,4,7,77,70
70:9,80,4,8,80,70
70:9,79,0,8,84,70
70:9,79,6,7,80,70
70:10,73,0,7,71,70
70:10,71,1,8,77,70
70:10,75,3,8,76,70
70:10,74,4,7,77,70
70:10,77,1,8,79,70
70:10,76,0,8,78,70
70:10,79,5,8,80,70
70:10,80,2,7,83,70
70:10,78,2,7,80,70
70:10,81,1,8,81,70
70:11,73,2,8,76,70
70:11,72,6,7,73,70
70:11,74,1,7,73,70
70:11,76,4,7,75,70
70:11,75,3,8,80,70
70:11,76,2,8,78,70
70:11,76,4,8,79,70
70:11,77,1,7,83,70
70:11,80,2,7,81,70
70:12,71,0,7,76,70
70:12,71,3,8,73,70
70:12,75,6,8,72,70
70:12,75,3,7,73,70
70:12,74,1,7,75,70
70:12,77,3,7,79,70
70:12,78,6,8,77,70
70:12,77,2,7,81,70
70:12,79,1,7,78,70
70:12,79,3,8,81,70
70:13,70,3,8,76,70
70:13,72,0,7,76,70
70:13,72,4,8,74,70
70:13,73,6,8,73,70
70:13,77,5,7,76,70
70:13,78,0,8,81,70
70:13,79,3,7,82,70
70:13,78,5,7,83,70
70:13,78,4,7,83,70
70:13,82,2,8,80,70
70:13,80,2,8,80,70
70:14,71,0,8,76,70
70:14,71,3,8,73,70
70:14,75,1,7,77,70
70:14,74,6,7,76,70
70:14,75,2,7,74,70
70:14,76,0,8,81,70
70:14,78,3,8,78,70
70:14,79,2,7,77,70
70:14,81,4,7,84,70
70:14,79,1,7,81,70
70:14,83,1,8,85,70
70:15,72,2,7,74,70
70:15,71,5,8,76,70
70:15,72,4,8,75,70
70:15,73,5,7,78,70
70:15,77,6,7,77,70
70:15,76,3,7,77,70
70:15,79,2,8,77,70
70:15,77,5,8,81,70
70:15,80,6,7,82,70
70:16,71,3,8,71,70
70:16,71,5,7,73,70
70:16,73,2,7,76,70
70:16,75,5,8,76,70
70:16,75,0,7,78,70
70:16,77,6,7,78,70
70:16,78,0,7,79,70
70:17,70,5,7,75,70
70:17,71,2,8,72,70
70:17,74,6,8,76,70
70:17,75,4,7,78,70
70:17,74,2,7,79,70
70:17,75,3,8,77,70
70:17,78,1,7,80,70
70:17,77,6,8,83,70
70:17,79,1,8,79,70
70:17,80,3,7,79,70
70:18,71,3,8,73,70
70:18,71,1,8,76,70
70:18,74,5,7,76,70
70:18,74,2,8,76,70
70:18,74,4,8,74,70
70:18,78,2,7,79,70
70:18,76,6,7,78,70
70:19,71,2,8,75,70
70:19,71,6,7,71,70
70:19,75,6,7,75,70
70:19,74,3,8,77,70
70:19,77,1,7,74,70
70:19,78,0,8,80,70
70:19,78,5,7,76,70
70:19,79,3,7,82,70
70:19,81,5,8,78,70
70:19,80,2,8,83,70
80:0,83,6,7,85,80
80:0,84,0,8,83,80
80:0,85,5,8,85,80
80:0,83,5,8,84,80
80:0,87,3,8,87,80
80:0,86,6,8,87,80
80:0,86,2,7,90,80
80:0,88,5,8,92,80
80:0,88,1,7,94,80
80:1,83,6,8,82,80
80:1,82,0,8,83,80
80:1,84,3,7,87,80
80:1,83,0,7,86,80
80:1,84,0,8,87,80
80:1,86,0,8,85,80
80:1,87,3,7,86,80
80:1,87,2,7,90,80
80:1,89,6,7,89,80
80:1,90,4,7,89,80
80:1,93,3,8,91,80
80:2,80,6,7,80,80
80:2,82,6,8,87,80
80:2,84,6,7,85,80
80:2,85,6,7,87,80
80:2,85,0,8,89,80
80:2,87,5,7,91,80
80:2,87,4,8,90,80
80:3,81,1,8,80,80
80:3,81,2,8,84,80
80:3,84,4,7,82,80
80:3,85,3,7,89,80
80:3,85,6,7,87,80
80:3,85,4,8,90,80
80:3,88,1,7,86,80
80:3,87,0,7,93,80
80:4,80,5,7,82,80
80:4,83,3,7,87,80
80:4,82,3,7,84,80
80:4,85,6,7,84,80
80:4,84,2,8,90,80
80:4,87,2,7,85,80
80:4,89,2,8,88,80
80:4,87,1,8,89,80
80:4,89,1,7,91,80
80:5,80,1,7,85,80
80:5,82,6,7,83,80
80:5,85,0,8,83,80
80:5,86,4,7,86,80
80:5,84,3,7,86,80
80:5,87,2,7,91,80
80:5,89,6,7,88,80
80:5,90,3,8,88,80
80:5,89,6,8,91,80
80:6,82,5,7,86,80
80:6,82,0,8,87,80
80:6,83,1,7,82,80
80:6,85,6,8,88,80
80:6,84,6,7,90,80
80:6,85,2,7,86,80
80:6,88,3,8,88,80
80:6,89,6,8,89,80
80:6,91,5,7,91,80
80:6,90,5,8,90,80
80:7,82,2,7,80,80
80:7,82,5,8,83,80
80:7,83,0,8,84,80
80:7,83,0,8,89,80
80:7,85,0,8,87,80
80:7,85,1,7,86,80
80:7,87,5,7,88,80
80:7,89,0,8,92,80
80:7,90,6,7,90,80
80:7,89,2,7,92,80
80:8,83,4,7,85,80
80:8,84,3,8,81,80
80:8,84,0,7,85,80
80:8,86,5,7,84,80
80:8,84,5,7,87,80
80:8,85,3,7,91,80
80:8,89,4,8,90,80
80:9,80,6,7,84,80
80:9,82,1,7,84,80
80:9,83,3,7,82,80
80:9,83,4,8,86,80
80:9,87,2,8,86,80
80:9,85,6,7,89,80
80:9,86,3,8,89,80
80:9,89,3,7,93,80
80:9,88,0,8,91,80
80:9,92,1,7,93,80
80:10,82,1,7,86,80
80:10,83,4,7,84,80
80:10,82,5,8,85,80
80:10,84,0,8,89,80
80:10,87,1,8,90,80
80:10,88,0,8,88,80
80:10,88,6,8,92,80
80:10,90,2,8,92,80
80:11,80,1,8,82,80
80:11,82,0,8,81,80
80:11,85,6,8,83,80
80:11,86,1,8,85,80
80:11,84,0,7,89,80
80:11,87,0,7,87,80
80:11,86,1,7,87,80
80:11,90,5,8,89,80
80:11,89,1,8,88,80
80:12,83,5,7,80,80
80:12,83,6,8,86,80
80:12,84,1,7,87,80
80:12,85,2,7,84,80
80:12,86,3,8,86,80
80:12,88,3,8,86,80
80:12,89,1,8,92,80
80:12,90,5,8,90,80
80:13,82,6,8,82,80
80:13,81,2,8,83,80
80:13,85,0,7,88,80
80:13,85,5,8,87,80
80:13,87,6,8,89,80
80:13,88,0,8,90,80
80:13,89,5,8,90,80
80:14,83,4,8,85,80
80:14,81,2,7,85,80
80:14,85,4,8,83,80
80:14,83,2,7,87,80
80:14,85,5,7,88,80
80:14,88,0,7,87,80
80:14,88,2,7,89,80
80:15,80,4,8,82,80
80:15,84,2,7,83,80
80:15,83,1,7,85,80
80:15,84,1,8,89,80
80:15,86,1,8,85,80
80:15,85,6,8,86,80
80:15,87,6,7,92,80
80:15,90,6,7,90,80
80:16,80,5,7,86,80
80:16,83,1,7,81,80
80:16,84,0,8,84,80
80:16,85,3,8,85,80
80:16,85,5,8,88,80
80:16,85,5,8,88,80
80:16,88,0,7,90,80
80:16,90,4,8,91,80
80:16,90,6,8,92,80
80:17,81,6,7,81,80
80:17,81,2,7,86,80
80:17,83,5,8,87,80
80:17,86,4,8,89,80
80:17,84,5,8,84,80
80:17,86,4,8,85,80
80:17,89,5,8,90,80
80:17,88,0,7,93,80
80:18,83,4,8,85,80
80:18,82,3,8,82,80
80:18,84,4,8,88,80
80:18,85,0,7,85,80
80:18,86,3,7,88,80
80:18,87,0,7,88,80
80:18,87,6,8,91,80
80:18,89,5,7,88,80
80:18,88,5,7,92,80
80:19,83,0,7,86,80
80:19,83,6,8,84,80
80:19,84,1,7,88,80
80:19,86,6,8,88,80
80:19,84,4,8,86,80
80:19,85,2,8,85,80
80:19,88,6,7,90,80
80:19,89,0,7,93,80
90:0,91,2,8,91,90
90:0,94,6,8,96,90
90:0,92,2,8,96,90
90:0,96,1,8,96,90
90:0,96,3,8,97,90
90:0,96,1,8,95,90
90:0,97,0,8,102,90
90:0,97,1,7,98,90
90:0,99,5,7,103,90
90:1,93,1,7,91,90
90:1,94,1,7,94,90
90:1,94,4,7,97,90
90:1,96,0,7,93,90
90:1,95,4,7,94,90
90:1,95,4,7,95,90
90:1,97,2,8,100,90
90:2,91,2,8,96,90
90:2,92,2,8,97,90
90:2,93,5,8,93,90
90:2,95,5,7,94,90
90:2,95,5,8,97,90
90:2,98,0,7,99,90
90:2,96,2,7,102,90
90:2,97,3,7,98,90
90:2,99,2,7,103,90
90:2,100,0,8,102,90
90:2,103,5,8,101,90
90:3,90,5,8,93,90
90:3,94,2,7,96,90
90:3,92,6,7,96,90
90:3,96,3,7,98,90
90:3,97,4,7,96,90
90:3,96,0,7,101,90
90:3,98,6,8,102,90
90:3,97,3,8,102,90
90:3,99,1,7,100,90
90:4,90,0,7,91,90
90:4,93,4,7,95,90
90:4,95,2,7,98,90
90:4,94,3,8,96,90
90:4,95,4,7,100,90
90:4,96,5,7,101,90
90:4,98,6,7,96,90
90:5,93,2,7,91,90
90:5,91,5,7,96,90
90:5,93,2,8,98,90
90:5,93,6,7,99,90
90:5,95,4,8,100,90
90:5,97,5,7,95,90
90:5,96,6,7,102,90
90:5,98,1,7,100,90
90:5,99,3,8,98,90
90:6,93,4,7,90,90
90:6,94,5,7,95,90
90:6,93,5,8,94,90
90:6,94,6,7,95,90
90:6,95,4,8,100,90
90:6,95,6,8,99,90
90:6,99,0,8,97,90
90:6,99,6,7,97,90
90:6,100,6,8,104,90
90:7,93,6,8,94,90
90:7,92,1,7,94,90
90:7,92,5,7,95,90
90:7,95,4,8,95,90
90:7,94,5,8,96,90
90:7,95,0,7,98,90
90:7,96,1,7,96,90
90:8,92,5,7,90,90
90:8,91,1,7,97,90
90:8,94,2,8,92,90
90:8,96,5,8,95,90
90:8,94,1,8,96,90
90:8,97,1,8,96,90
90:8,99,0,7,98,90
90:8,98,6,8,98,90
90:8,98,5,8,104,90
90:9,91,0,7,94,90
90:9,92,5,8,95,90
90:9,93,6,7,98,90
90:9,95,2,8,97,90
90:9,94,4,8,95,90
90:9,97,2,7,101,90
90:9,98,4,8,102,90
90:9,99,1,8,99,90
90:9,100,2,8,101,90
90:10,90,3,7,95,90
90:10,92,5,7,93,90
90:10,94,5,8,97,90
90:10,96,5,8,94,90
90:10,97,6,8,94,90
90:10,96,4,8,97,90
90:10,96,6,7,96,90
90:11,91,4,8,95,90
90:11,93,4,7,91,90
90:11,95,2,8,95,90
90:11,93,2,8,95,90
90:11,97,1,7,99,90
90:11,95,3,7,96,90
90:11,97,5,7,98,90
90:12,93,2,8,92,90
90:12,92,4,8,94,90
90:12,93,3,7,93,90
90:12,93,2,8,99,90
90:12,97,0,8,96,90
90:12,96,5,8,95,90
90:12,97,4,8,98,90
90:13,90,3,7,94,90
90:13,94,5,8,97,90
90:13,93,2,7,92,90
90:13,94,1,8,97,90
90:13,95,2,8,95,90
90:13,97,1,7,100,90
90:13,99,2,8,99,90
90:13,99,0,7,97,90
90:14,91,1,7,94,90
90:14,92,4,8,96,90
90:14,93,1,8,92,90
90:14,96,4,8,99,90
90:14,95,5,8,94,90
90:14,96,6,7,96,90
90:14,97,2,8,98,90
90:14,100,2,7,99,90
90:14,99,1,8,101,90
90:14,100,4,7,105,90
90:14,103,3,8,101,90
90:15,92,3,7,95,90
90:15,94,3,8,94,90
90:15,93,4,7,94,90
90:15,93,5,8,97,90
90:15,94,3,7,94,90
90:15,95,4,8,96,90
90:15,96,6,7,98,90
90:15,99,0,8,103,90
90:15,101,0,8,101,90
90:16,91,5,7,91,90
90:16,94,6,8,93,90
90:16,95,4,7,98,90
90:16,93,5,8,96,90
90:16,94,1,8,98,90
90:16,96,5,8,101,90
90:16,99,4,8,102,90
90:16,97,2,8,97,90
90:16,98,1,7,103,90
90:17,92,1,7,91,90
90:17,93,2,7,97,90
90:17,93,4,7,98,90
90:17,94,4,8,99,90
90:17,96,1,8,97,90
90:17,98,1,8,99,90
90:17,99,5,8,97,90
90:17,97,4,8,103,90
90:17,101,4,8,100,90
90:18,90,6,7,95,90
90:18,92,3,7,91,90
90:18,95,1,8,93,90
90:18,93,1,7,94,90
90:18,94,2,8,100,90
90:18,98,2,8,99,90
90:18,98,2,7,98,90
90:19,90,5,8,94,90
90:19,93,4,8,97,90
90:19,95,0,7,97,90
90:19,93,1,8,99,90
90:19,95,0,7,98,90
90:19,95,5,8,98,90
90:19,99,2,8,99,90
90:19,97,6,7,99,90
90:19,100,3,8,98,90
90:19,99,0,7,101,90
